phase,epoch,loss,iou,dice,precision,recall,f1
teacher,1,3.4569511572519938,0.0,0.0,0.0,0.0,0.0
teacher,2,3.3601327419281004,0.0,0.0,0.0,0.0,0.0
teacher,3,3.271373653411865,0.0,0.0,0.0,0.0,0.0
teacher,4,3.206793467203776,0.0,0.0,0.0,0.0,0.0
teacher,5,3.1617377916971843,0.0,0.0,0.0,0.0,0.0
teacher,6,3.1424095153808596,0.014874127694384414,0.029743831253327007,0.0,0.0,0.0
teacher,7,3.0977200984954836,0.4914761529364787,0.9781449566697745,1.2074643249044186,0.01363546211820537,0.026966380230518318
teacher,8,3.0762807687123614,11.919136977607478,21.299551264395884,3.886785397091599,2.061433954779594,2.694033145556076
student,1,7.84050809542338,0.0,0.0,0.0,0.0,0.0
